,ApplicationID,LicenseNumber,LicenseType,ApplicationorRenewal,BusinessName,Status,LicenseCategory,ApplicationCategory,City,Zip,ContactPhone,LicenseStatus,EndYear,EndMonth,EndDay,StartYear,StartMonth,StartDay,LicenseCreationDateStartYear,LicenseCreationDateStartMonth,LicenseCreationDateStartDay,LicenseExpirationDateEndYear,LicenseExpirationDateEndMonth,LicenseExpirationDateEndDay
175531,33587-2016-RELE,1379850-DCA,Business,Renewal,T-MOBILE NORTHEAST LLC,Issued,Electronics Store,Basic,HOLLIS,11423,3026368910,Inactive,2017,1,7,2016,12,30,2010,12,31,2018,12,31
47340,1160-2017-RDEB,2000796-DCA,Business,Renewal,LEGACY ASSET MANAGEMENT CAPITAL LLC,Issued,Debt Collection Agency,Basic,CEDARHURST,11516,2125967520,Inactive,2017,1,10,2017,1,9,2013,11,18,2019,1,31
107761,12759-2017-RDPD,1134201-DCA,Business,Renewal,"ENESLOW PEDORTHIC ENTERPRISES, INC.",Issued,Dealer In Products,Basic,NEW YORK,10016,2124772300,Active,2017,3,10,2017,3,9,2003,4,8,2021,3,15
173951,19043-2019-RPWN,2011772-DCA,Business,Renewal,"SAN MARTIN JEWELRY & PAWNSHOP, INC",Issued,Pawnbroker,Basic,NEW YORK,10031,2124914653,Active,2019,5,2,2019,5,1,2014,8,8,2020,4,30
143645,990-2017-RELE,2025871-DCA,Business,Renewal,Onetel Store Inc,Issued,Electronics Store,Basic,FLUSHING,11355,7185107000,Inactive,2017,1,12,2017,1,6,2015,7,20,2018,12,31
8937,1099-2017-RHIC,1076031-DCA,Business,Renewal,LANDMARK HOME IMPROVEMENTS INC.,Issued,Home Improvement Contractor,Special,EAST ROCKAWAY,11518,5169469939,Active,2017,1,10,2017,1,9,2001,3,23,2021,2,28
141785,33647-2016-RELE,1343449-DCA,Business,Renewal,T-MOBILE NORTHEAST LLC,Issued,Electronics Store,Basic,JAMAICA,11432,800-927-9801,Active,2017,1,7,2016,12,30,2010,1,22,2020,12,31
194252,32544-2016-RELE,2017737-DCA,Business,Renewal,"EBEN-EZER WINNER WIRELESS VIDEO, INC",Issued,Electronics Store,Basic,BROOKLYN,11219,718-438-4887,Active,2017,1,11,2016,12,22,2015,1,29,2020,12,31
150609,26170-2017-RSHG,2021370-DCA,Business,Renewal,NORTH AMERICA WIRELESS PLUS SERVICES INC,Issued,Secondhand Dealer - General,Basic,NEW YORK,10035,7188335202,Active,2017,9,2,2017,8,31,2015,4,20,2021,7,31
175173,20339-2014-RELE,2006878-DCA,Business,Renewal,AVE. M CONVENIENCE STORE INC.,Issued,Electronics Store,Basic,BROOKLYN,11230,718-676-0337,Inactive,2014,11,5,2014,11,4,2014,4,24,2016,12,31
3738,25400-2019-RSHG,1097502-DCA,Business,Renewal,"SUNGU, SABAHATTIN",Issued,Secondhand Dealer - General,Basic,FLUSHING,11354,7188863043,Active,2019,8,8,2019,8,7,2001,12,3,2021,7,31
26832,17489-2018-APDC,2081070-DCA,Business,Application,MAKAROES A YOUSSEF,Issued,Pedicab Business,Special,GLENDALE,11385,3472219733,Active,2019,1,4,2018,11,20,2019,1,3,2020,11,1
104134,4794-2019-AHIC,2085132-DCA,Business,Application,"FRESH COAT PAINTING TEAM, INC",Issued,Home Improvement Contractor,Special,RIDGEWOOD,11385,347-721-8397,Active,2019,4,26,2019,4,25,2019,4,25,2021,2,28
33450,1077-2017-RDEB,1058845-DCA,Business,Renewal,NATIONWIDE CREDIT CORPORATION,Issued,Debt Collection Agency,Basic,ALEXANDRIA,22312,7038131401,Active,2017,1,10,2017,1,9,2000,8,9,2021,1,31
155094,4930-2019-AHIC,2085217-DCA,Business,Application,KELLY CONSTR COMPANY LLC,Issued,Home Improvement Contractor,Special,BROOKLYN,11205,917-693-9492,Active,2019,4,30,2019,4,30,2019,4,30,2021,2,28
165813,18994-2019-RSMP,0479962-DCA,Business,Renewal,JACOB DOBROFSKY & CO INC,Issued,Scrap Metal Processor,Basic,BRONX,10456,7185904330,Active,2019,5,1,2019,4,30,1999,7,14,2020,6,30
138391,628-2019-RHIC,1471604-DCA,Business,Renewal,DUCTLESS DESIGNS LLC,Issued,Home Improvement Contractor,Special,JAMAICA,11432,7186736163,Active,2019,1,10,2019,1,4,2013,8,15,2021,2,28
177854,33658-2016-RELE,1403816-DCA,Business,Renewal,T-MOBILE NORTHEAST LLC,Issued,Electronics Store,Basic,MASPETH,11378,3026368910,Inactive,2017,1,7,2016,12,30,2011,8,11,2018,12,31
171798,24-2018-ALAU,2064550-DCA,Business,Application,"PECUNIA, ERIC",Issued,Laundries,Basic,STATEN ISLAND,10308,9174995960,Inactive,2018,1,7,2018,1,2,2018,1,6,2019,12,31
119684,1597-2017-RELE,2014762-DCA,Business,Renewal,ASTORIA WIRELESSONE INC.,Issued,Electronics Store,Basic,ASTORIA,11102,3479249420,Active,2017,1,12,2017,1,11,2014,10,21,2020,12,31
47478,26072-2016-RHIC,2031501-DCA,Business,Renewal,WARRIOR SERVICE COMPANY LLC,Issued,Home Improvement Contractor,Special,VALLEY STREAM,11580,9176932330,Active,2017,1,7,2017,1,6,2015,12,17,2021,2,28
163846,19022-2019-RADO,1174471-DCA,Business,Renewal,"BILLMAR AMUSEMENTS N.Y. PARTY WORKS, INC.",Issued,Amusement Device Portable,Special,DEER PARK,11729,6315011414,Active,2019,5,1,2019,4,30,2006,4,14,2020,3,15
145687,34409-2018-RELE,2016158-DCA,Business,Renewal,Z3 GADGETS INC,Issued,Electronics Store,Basic,BROOKLYN,11249,9176937766,Active,2019,1,8,2018,12,31,2014,12,4,2020,12,31
4814,15876-2017-RSWC,0919917-DCA,Business,Renewal,"COWGIRL, INC.",Issued,Sidewalk Cafe,Special,NEW YORK,10014,2126331133,Active,2017,4,12,2017,4,12,2006,3,1,2021,4,15
33531,574-2017-RDEB,2004808-DCA,Business,Renewal,"GREENBERG, GRANT & RICHARDS, INC.",Issued,Debt Collection Agency,Basic,HOUSTON,77057,7137895893,Active,2017,1,6,2017,1,5,2014,3,14,2021,1,31
47320,434-2017-RDEB,2012020-DCA,Business,Renewal,"CORE RECOVERIES, LLC",Issued,Debt Collection Agency,Basic,LOUISVILLE,40223,502-690-5674,Inactive,2017,1,10,2017,1,9,2014,8,14,2019,1,31
144404,1094-2017-RHIC,1202001-DCA,Business,Renewal,DAFV LANDSCAPING CORP.,Issued,Home Improvement Contractor,Special,STATEN ISLAND,10309,7182093238,Active,2017,1,10,2017,1,9,2005,6,27,2021,2,28
101059,15064-2019-RHIC,1404140-DCA,Business,Renewal,ALFONSO'S HOME IMPROVEMENT AND CONTRACTORS INC.,Issued,Home Improvement Contractor,Special,STATEN ISLAND,10314,7183703861,Active,2019,3,22,2019,3,21,2012,5,8,2021,2,28
135577,784-2019-RDPD,1291842-DCA,Business,Renewal,FAMILY FIRST PHARMACY & SURGICAL SUPPLIES INC.,Issued,Dealer In Products,Basic,BROOKLYN,11220,7186338388,Active,2019,1,10,2019,1,7,2008,7,9,2021,3,15
199058,1562-2017-RHIC,1265867-DCA,Business,Renewal,"MOLINA CARPENTRY, CORP.",Issued,Home Improvement Contractor,Special,SOUTH RICHMOND HILL,11419,3475615757,Active,2017,1,12,2017,1,11,2007,8,27,2021,2,28
146679,163-2019-AECD,2081235-2-DCA,Business,Application,SAR DELI & BAGELS INC,Issued,Electronic Cigarette Dealer,Basic,STATEN ISLAND,10309,646-659-8300,Active,2019,1,10,2019,1,7,2019,1,9,2020,11,30
123438,19-2019-RDPD,1463749-DCA,Business,Renewal,"RX WAREHOUSE PHARMACY, INC.",Issued,Dealer In Products,Basic,BROOKLYN,11214,7182361212,Active,2019,1,8,2019,1,2,2013,4,30,2021,3,15
150460,18686-2019-RHIC,1191046-DCA,Business,Renewal,"CITYWIDE CONSTRUCTION GROUP, INC.",Issued,Home Improvement Contractor,Special,RIDGEWOOD,11385,7183661811,Active,2019,4,27,2019,4,26,2005,3,16,2021,2,28
10731,20261-2017-ALAU,2064614-DCA,Business,Application,"ONE'S CLEANER 68, LLC",Issued,Laundries,Basic,NEW YORK,10023,2125954299,Inactive,2018,1,9,2017,12,28,2018,1,8,2019,12,31
150209,728-2019-RDPD,1401531-DCA,Business,Renewal,DME SOLUTIONS NY INC.,Issued,Dealer In Products,Basic,BROOKLYN,11229,7188374700,Active,2019,1,10,2019,1,7,2011,7,26,2021,3,15
157182,967-2019-RPRK,0469417-DCA,Business,Renewal,CARMEN KOTLOWICZ REALTY CORP.,Issued,Parking Lot,Basic,BRONX,10462,2127213532,Active,2019,1,8,2019,1,8,1997,3,26,2021,3,31
178089,199-2017-RHIC,2031440-DCA,Business,Renewal,"YU, SIK WING",Issued,Home Improvement Contractor,Special,BROOKLYN,11204,7182320255,Inactive,2017,1,10,2017,1,3,2015,12,16,2019,2,28
168200,16763-2019-RSMP,1416878-DCA,Business,Renewal,ARMA D&S INC.,Issued,Scrap Metal Processor,Basic,BROOKLYN,11237,718-497-5350,Active,2019,5,1,2019,4,30,2012,1,5,2020,6,30
157968,19027-2019-RADO,1196632-DCA,Business,Renewal,BILLMAR AMUSEMENTS NY PARTYWORKS,Issued,Amusement Device Portable,Special,DEER PARK,11729,6315011414,Active,2019,5,1,2019,4,30,2006,3,13,2020,3,15
115759,18846-2019-RHIC,1432321-DCA,Business,Renewal,"MIRACULOUS PROJECT, LLC",Issued,Home Improvement Contractor,Special,FLUSHING,11355,9177427615,Active,2019,5,1,2019,4,30,2012,6,1,2021,2,28
141386,4561-2019-ASLS,2085005-DCA,Business,Application,120 W INDIAN MARKET INC,Issued,Stoop Line Stand,Basic,SOUTH RICHMOND HILL,11419,718-641-5253,Active,2019,4,27,2019,4,23,2019,4,23,2020,3,31
105867,1285-2017-RHIC,0994924-DCA,Business,Renewal,"DAS DIPAK, KANTI",Issued,Home Improvement Contractor,Special,BROOKLYN,11209,7188360156,Active,2017,1,11,2017,1,10,1998,9,4,2021,2,28
116978,33635-2016-RELE,1337330-DCA,Business,Renewal,M.T. WIRELESS PLUS INC.,Issued,Electronics Store,Basic,BRONX,10457,7184013585,Inactive,2017,1,7,2016,12,30,2009,10,28,2018,12,31
1735,33182-2016-RHIC,1288558-DCA,Business,Renewal,JOSUE GUEVARA,Issued,Home Improvement Contractor,Special,BRENTWOOD,11717,6319682340,Inactive,2017,1,11,2016,12,28,2008,6,11,2019,2,28
170544,28453-2016-AGPL,2047160-DCA,Business,Application,"337 GARAGE, L.L.C.",Issued,Garage and Parking Lot,Basic,NEW YORK,10065,2128887400,Active,2017,1,7,2017,1,6,2017,1,6,2021,3,31
169984,18816-2019-RADO,1174481-DCA,Business,Renewal,"N.Y. PARTY WORKS, INC.",Issued,Amusement Device Portable,Special,DEER PARK,11729,6315011414,Active,2019,4,30,2019,4,29,2006,4,14,2020,3,15
196993,1609-2017-RHIC,1206463-DCA,Business,Renewal,"KABIR, MOHAMMED",Issued,Home Improvement Contractor,Special,BROOKLYN,11233,7185747777,Inactive,2017,1,12,2017,1,11,2005,8,12,2019,2,28
197462,1194-2019-RHIC,1157940-DCA,Business,Renewal,"EDWARDS, KEITH A",Issued,Home Improvement Contractor,Special,CAMBRIA HEIGHTS,11411,7187237103,Active,2019,1,10,2019,1,9,2004,1,13,2021,2,28
187347,27680-2016-AEMP,2047075-DCA,Business,Application,EMPLOYMENT NEW YORK CITY L U CORPORATION,Issued,Employment Agency,Special,NEW YORK,10001,2129677900,Active,2017,1,6,2017,1,5,2017,1,5,2020,5,1
855,649-2017-RDEB,1374450-DCA,Business,Renewal,"JNR ADJUSTMENT COMPANY, INC.",Issued,Debt Collection Agency,Basic,PLYMOUTH,55447,7635192710,Active,2017,1,10,2017,1,9,2010,10,14,2021,1,31
154665,33904-2018-RELE,2032825-DCA,Business,Renewal,MOBILE CITY NY 1 LLC,Issued,Electronics Store,Basic,NEW YORK,10010,2128642600,Active,2019,1,4,2018,12,27,2016,1,29,2020,12,31
139383,642-2017-RELE,1234829-DCA,Business,Renewal,HI VENUS WIRELESS INC.,Issued,Electronics Store,Basic,JACKSON HEIGHTS,11372,7185330303,Active,2017,1,6,2017,1,5,2009,3,23,2020,12,31
168360,1489-2017-RHIC,2011568-DCA,Business,Renewal,XR GROUP CORP,Issued,Home Improvement Contractor,Special,BROOKLYN,11230,91748080352,Inactive,2017,1,12,2017,1,11,2014,8,5,2019,2,28
199596,4912-2019-AELE,2085288-DCA,Business,Application,LUX GEN WIRELESS INC,Issued,Electronics Store,Basic,BRONX,10451,3474958715,Active,2019,5,2,2019,4,29,2019,5,1,2020,12,31
104947,1725-2016-AHIC,2033495-DCA,Business,Application,WILLIAM LANNON,Issued,Home Improvement Contractor,Special,NEW YORK,10044,5085601391,Inactive,2016,2,23,2016,2,18,2016,2,22,2019,2,28
44142,58-2018-ALAU,2064537-DCA,Business,Application,LA MODE CLEANER OF NEW YORK 37 INC,Issued,Laundries,Basic,NEW YORK,10018,212-244-4222,Active,2018,1,7,2018,1,3,2018,1,6,2021,12,31
10947,328-2018-AGOC,2019030-DCA,Business,Application,"AHRC NEW YORK CITY FOUNDATION, INC.",Issued,Games of Chance,Special,NEW YORK,10038,2127802690,Inactive,2018,1,10,2018,1,10,2015,3,4,2019,12,31
72035,17549-2019-RADO,2069378-DCA,Business,Renewal,SEND IN THE CLOWNS ENTERTAINMENT CORP.,Issued,Amusement Device Portable,Special,NEW HYDE PARK,11040,5163541515,Active,2019,4,12,2019,4,11,2018,4,12,2020,3,15
48883,18674-2019-RHIC,2079020-DCA,Business,Renewal,MJ PAINTING & RENOVATION INC,Issued,Home Improvement Contractor,Special,BALDWIN,11510,347 256-9625,Active,2019,4,27,2019,4,26,2018,10,12,2021,2,28
157477,16-2017-RHIC,2023743-DCA,Business,Renewal,"D C MANALANG CONSTRUCTION, INC.",Issued,Home Improvement Contractor,Special,BRONX,10469,9177706777,Active,2017,1,12,2017,1,11,2015,6,3,2021,2,28
180204,1652-2016-RGCF,2002933-DCA,Business,Renewal,ACCESS INTERNET CAFE CORP,Issued,Gaming Cafe,Special,ASTORIA,11103,7186068866,Inactive,2016,2,24,2016,2,23,2014,1,27,2018,1,16
170599,31312-2016-RHIC,1260029-DCA,Business,Renewal,"KAISAR,MOHAMMED",Issued,Home Improvement Contractor,Special,BROOKLYN,11205,7185735696,Active,2017,1,12,2016,12,16,2007,6,28,2021,2,28
17339,33654-2016-RELE,1343416-DCA,Business,Renewal,T-MOBILE NORTHEAST LLC,Issued,Electronics Store,Basic,BELLEROSE,11426,3026368910,Active,2017,1,7,2016,12,30,2010,1,25,2020,12,31
38445,992-2017-RHIC,1293576-DCA,Business,Renewal,"W.J. REGAN & COMPANY, LLC",Issued,Home Improvement Contractor,Special,WYCKOFF,07481,6468975023,Active,2017,1,12,2017,1,6,2008,7,24,2021,2,28
55099,15777-2019-RHIC,2070569-DCA,Business,Renewal,BRANSON CONSTRUCTION INC,Issued,Home Improvement Contractor,Special,HEMPSTEAD,11550,7188135029,Active,2019,4,27,2019,3,27,2018,5,4,2021,2,28
130095,34404-2018-RDPD,1190157-DCA,Business,Renewal,R AND M DRUG CORP.,Issued,Dealer In Products,Basic,GLEN OAKS,11004,7183430070,Active,2019,1,8,2018,12,31,2005,3,3,2021,3,15
143443,18711-2019-RHIC,1164917-DCA,Business,Renewal,D'AURIA CONTRACTING CORP,Issued,Home Improvement Contractor,Special,STATEN ISLAND,10312,7189671046,Active,2019,5,1,2019,4,30,2004,4,20,2021,2,28
172570,17422-2018-AHIC,2081120-DCA,Business,Application,SPIRIT CONSTRUCTION CORP,Issued,Home Improvement Contractor,Special,BRONX,10463,914-924-4485,Active,2019,1,5,2019,1,4,2019,1,4,2021,2,28
130236,15480-2019-RGPL,2060722-DCA,Business,Renewal,THE CAR PARK OF NEW YORK LLC,Issued,Garage and Parking Lot,Basic,GLENDALE,11385,208-336-6597,Active,2019,3,26,2019,3,25,2017,11,14,2021,3,31
179311,24596-2017-RSHG,2045734-DCA,Business,Renewal,EDGAR COMPUTER NETWORK SYSTEM CORP,Issued,Secondhand Dealer - General,Basic,BROOKLYN,11237,7189287026,Active,2017,9,6,2017,9,5,2016,11,18,2021,7,31
138331,660-2017-RHIC,1400333-DCA,Business,Renewal,"ALTINA TILE CARE, INC.",Issued,Home Improvement Contractor,Special,STATEN ISLAND,10314,7187616504,Active,2017,1,6,2017,1,5,2013,9,9,2021,2,28
156755,754-2017-RHIC,2002020-DCA,Business,Renewal,FRUX CORP,Issued,Home Improvement Contractor,Special,NEW YORK,10025,2128663787,Active,2017,1,6,2017,1,5,2013,12,27,2021,2,28
119955,18476-2019-RPWN,1196529-DCA,Business,Renewal,"JA THIRD AVENUE PAWN SHOP, INC.",Issued,Pawnbroker,Basic,BRONX,10456,7186813381,Active,2019,4,26,2019,4,25,2005,5,11,2020,4,30
172142,23493-2016-RHIC,0990128-DCA,Business,Renewal,"FORMICA CONSTRUCTION, INC.",Issued,Home Improvement Contractor,Special,STATEN ISLAND,10302,7187204603,Active,2017,1,6,2016,11,26,2002,10,24,2021,2,28
185966,1484-2017-RHIC,1422935-DCA,Business,Renewal,BHBC REMODELING CORP.,Issued,Home Improvement Contractor,Special,STATEN ISLAND,10305,7188769728,Active,2017,1,12,2017,1,11,2012,3,26,2021,2,28
105122,769-2019-RDPD,2050728-DCA,Business,Renewal,88 PHARMACY INC,Issued,Dealer In Products,Basic,FLUSHING,11354,7184611234,Active,2019,1,8,2019,1,7,2017,4,6,2021,3,15
160454,1576-2017-RHIC,0941058-DCA,Business,Renewal,JERZY FLOORING CO. INC.,Issued,Home Improvement Contractor,Special,FRESH MEADOWS,11366,7185915926,Inactive,2017,1,12,2017,1,11,2007,6,27,2019,2,28
117302,453-2019-RELE,2078258-DCA,Business,Renewal,WIRELESS BROZ INC.,Issued,Electronics Store,Basic,STATEN ISLAND,10301,3479381478,Active,2019,1,4,2019,1,3,2018,9,18,2020,12,31
46722,8247-2017-RDPD,1469051-DCA,Business,Renewal,"ORTHO KINETICS OF NEW YORK, INC",Issued,Dealer In Products,Basic,HICKSVILLE,11801,5165131274,Active,2017,2,19,2017,2,18,2013,7,10,2021,3,15
41736,25311-2016-RHIC,2042633-DCA,Business,Renewal,EXCELLENCE CONTRACTING CORP.,Issued,Home Improvement Contractor,Special,BAY SHORE,11706,5164575600,Active,2017,1,6,2016,11,30,2016,8,18,2021,2,28
132231,11966-2019-RGAR,1245036-DCA,Business,Renewal,WELCOME PARKING LIMITED LIABILITY COMPANY,Issued,Garage,Basic,BROOKLYN,11212,2016807129,Active,2019,3,28,2019,2,27,2006,12,13,2021,3,31
142100,1203-2017-RHIC,2004774-DCA,Business,Renewal,"ALI, ASIYA",Issued,Home Improvement Contractor,Special,BROOKLYN,11230,7184343344,Inactive,2017,1,10,2017,1,9,2014,3,14,2019,2,28
172834,12402-2017-ASPS,2057782-DCA,Business,Application,"48 WEST 50 ST., INC.",Issued,Special Sale,Special,NEW YORK,10112,2122455566,Inactive,2017,9,1,2017,8,31,2017,9,1,2017,10,31
46291,338-2019-RHIC,1349867-DCA,Business,Renewal,SS CONSTRUCTION EXPERTS LLC,Issued,Home Improvement Contractor,Special,plainview,11803,5168051193,Active,2019,1,10,2019,1,9,2010,4,12,2021,2,28
113471,33300-2016-RELE,2010675-DCA,Business,Renewal,ICELL INCORPORATED,Issued,Electronics Store,Basic,CORONA,11368,5162100055,Inactive,2017,1,7,2016,12,28,2014,7,15,2018,12,31
116760,27153-2016-RHIC,2031097-DCA,Business,Renewal,AREA CHIMNEY & HOME IMPROVEMENT LLC,Issued,Home Improvement Contractor,Special,SOUTH OZONE PARK,11420,917-854-7576,Active,2017,1,11,2017,1,10,2015,12,7,2021,2,28
36080,286-2017-RELE,2003179-DCA,Business,Renewal,"JONES, BARBARA",Issued,Electronics Store,Basic,JAMAICA,11432,7187799580,Inactive,2017,1,11,2017,1,4,2014,2,3,2018,12,31
98752,33085-2016-RHIC,1454348-DCA,Business,Renewal,ZKC NY LLC,Issued,Home Improvement Contractor,Special,BROOKLYN,11235,3474893893,Active,2017,1,11,2017,1,10,2013,1,18,2021,2,28
10366,811-2017-RHIC,1416630-DCA,Business,Renewal,SOLLY'S BUILDING CENTER INC.,Issued,Home Improvement Contractor,Special,MOUNT VERNON,10553,9146451085,Active,2017,1,7,2017,1,6,2012,1,3,2021,2,28
169132,1239-2017-RELE,2016167-DCA,Business,Renewal,NEW K&S CORP,Issued,Electronics Store,Basic,BROOKLYN,11216,646-262-1103,Inactive,2017,1,10,2017,1,9,2014,12,4,2018,12,31
46281,33217-2016-RHIC,0789089-DCA,Business,Renewal,DYNASTY HOME IMPROVEMENT INC.,Issued,Home Improvement Contractor,Special,PLANDOME,11030,5163657469,Active,2017,1,7,2016,12,28,2002,12,10,2021,2,28
120020,1455-2017-RELE,2032392-DCA,Business,Renewal,KEN W CORP,Issued,Electronics Store,Basic,BRONX,10460,7182194790,Active,2017,1,12,2017,1,11,2016,1,13,2020,12,31
139781,33627-2016-RELE,1438139-DCA,Business,Renewal,EZ MOBILE ENTERPRISE INC.,Issued,Electronics Store,Basic,NEW YORK,10002,9177706778,Inactive,2017,1,10,2016,12,30,2012,7,20,2018,12,31
93183,3014-2019-AHIC,2085178-DCA,Business,Application,MAC ROOFING AND CONSTRUCTION CORP,Issued,Home Improvement Contractor,Special,YONKERS,10705,914-979-0971,Active,2019,4,26,2019,4,25,2019,4,25,2021,2,28
129595,29589-2016-RHIC,1181627-DCA,Business,Renewal,"GREGORY ULTO, INC.",Denied,Home Improvement Contractor,Special,BROOKLYN,11234,9174189292,Inactive,2017,1,12,2016,12,12,2011,7,22,2017,2,28
101212,33079-2016-RELE,1236558-DCA,Business,Renewal,"VOICEZONE, INC.",Issued,Electronics Store,Basic,NEW YORK,10025,2122228002,Active,2017,1,6,2016,12,27,2006,8,18,2020,12,31
108738,1004-2017-RELE,2010900-DCA,Business,Renewal,HELLO BUSINESS INC,Issued,Electronics Store,Basic,NEW YORK,10031,6463509955,Active,2017,1,12,2017,1,7,2014,7,18,2020,12,31
46167,104-2019-RHIC,1334065-DCA,Business,Renewal,"THE PORT CHESTER CONNECTION, INC.",Issued,Home Improvement Contractor,Special,BREWSTER,10509,9143767817,Active,2019,1,10,2019,1,2,2009,9,24,2021,2,28
141966,18498-2019-RHIC,2067004-DCA,Business,Renewal,DEE'S RENOVATION SOLUTIONS LLC,Issued,Home Improvement Contractor,Special,SOUTH RICHMOND HILL,11419,347-531-3459,Active,2019,5,2,2019,4,24,2018,2,27,2021,2,28
115089,33521-2016-RELE,2025700-DCA,Business,Renewal,"UNLIMITED PCS, INC. NY",Issued,Electronics Store,Basic,JAMAICA,11432,718-888-1217,Active,2017,1,7,2016,12,30,2015,7,15,2020,12,31
148685,892-2017-RELE,1414009-DCA,Business,Renewal,"MOM & POP ELECTRONICS, CORP",Issued,Electronics Store,Basic,BRONX,10469,3478437694,Active,2017,1,7,2017,1,6,2011,11,17,2020,12,31
199707,1445-2017-RHIC,1311278-DCA,Business,Renewal,LOU BARONE CARPENTRY INC.,Issued,Home Improvement Contractor,Special,STATEN ISLAND,10308,7189865363,Active,2017,1,12,2017,1,11,2009,3,13,2021,2,28
154607,24783-2016-RHIC,1279356-DCA,Business,Renewal,"VERT GARDENS, INC.",Issued,Home Improvement Contractor,Special,BROOKLYN,11222,2126959555,Inactive,2017,1,6,2017,1,5,2008,3,14,2019,2,28
124641,14406-2017-RPRK,0852507-DCA,Business,Renewal,"INTER BORO BELL & BUZZER, INC.",Withdrawn,Parking Lot,Basic,BRONX,10462,718-652-2700,Inactive,2018,1,9,2017,3,25,1995,3,15,2018,7,6
194418,4937-2019-AEHD,2085306-DCA,Business,Application,WIZXPRESS INC,Issued,Electronic & Appliance Service,Basic,BROOKLYN,11218,9294443800,Active,2019,5,2,2019,4,30,2019,5,1,2020,6,30
109048,4454-2019-AHIC,2085268-DCA,Business,Application,GOXHAJ & CO LLC,Issued,Home Improvement Contractor,Special,BROOKLYN,11214,347 707-9470,Active,2019,5,2,2019,4,18,2019,5,1,2021,2,28
189271,1273-2017-RHIC,2019040-DCA,Business,Renewal,MACK GENERAL CONTRACTORS INC.,Issued,Home Improvement Contractor,Special,RICHMOND HILL,11418,6462629397,Active,2017,1,11,2017,1,10,2015,3,4,2021,2,28
193355,882-2019-RHIC,0885169-DCA,Business,Renewal,"BEER, THAHAL S",Issued,Home Improvement Contractor,Special,SOUTH OZONE PARK,11420,6463586118,Active,2019,1,9,2019,1,8,2002,12,11,2021,2,28
